"S_No","Price","Date of Transfer","Postcode","Town","District","County","Partial_Postcode"
63027,360000,2022,"BS6 6AF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
63053,390000,2022,"BS3 1FU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
63055,155000,2022,"BS15 8AZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
63088,248000,2022,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
63093,57000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
63112,405000,2022,"TR26 2FG","ST IVES","CORNWALL","CORNWALL","TR26 "
63133,280000,2022,"BS6 5HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
63139,480000,2022,"BS8 2HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
63145,665000,2022,"BS8 4BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
63146,285000,2022,"BS8 2HT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
63151,423465,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
63152,427000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
63153,431000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
63154,435000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
63155,559000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
63156,420000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
63157,170000,2022,"BS15 1TB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
63188,290000,2022,"BS8 4DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
63195,565000,2022,"BS8 2HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
63198,630000,2022,"BS8 4HH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
63225,237500,2022,"BS5 0SQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 0"
63242,350000,2022,"BS7 9HL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
63252,335000,2022,"BS8 1SY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
63270,226100,2022,"BS8 3BE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
63282,525500,2022,"BS8 4AW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
63290,725000,2022,"BS9 1LX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
63291,177000,2022,"BS15 1TB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
63295,202000,2022,"BS5 6SD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
63296,242500,2022,"BS6 5DS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
63297,255000,2022,"BS4 3JU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
63325,296500,2022,"BS6 5AT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
63354,172000,2022,"BS11 9TN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
63355,160000,2022,"BS11 9TN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
63363,250108,2022,"BS8 4HR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
63364,158000,2022,"BS11 9TN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
63365,2e+05,2022,"BS7 0AF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
63366,130000,2022,"BS4 3EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
63378,515500,2022,"BS6 6AF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
63388,174950,2022,"BS16 3BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
63389,245000,2022,"BS7 0FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
63393,258000,2022,"BS3 1RE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
63394,215000,2022,"BS3 4DL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
63413,257000,2022,"BS6 5QE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
63512,183000,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
63566,140000,2022,"TR26 3HW","ST IVES","CORNWALL","CORNWALL","TR26 "
63620,239950,2022,"TR2 4FW","TRURO","CORNWALL","CORNWALL","TR2 4"
63657,735000,2022,"PL25 3SQ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
63746,89250,2022,"BS16 2GU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
63786,4e+05,2022,"BS14 0BB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS14 "
63824,640000,2022,"TR27 5ER","HAYLE","CORNWALL","CORNWALL","TR27 "
63863,130000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
63864,67500,2022,"PL17 8NS","CALLINGTON","CORNWALL","CORNWALL","PL17 "
63901,335000,2022,"TR11 5TR","FALMOUTH","CORNWALL","CORNWALL","TR11 "
63905,155000,2022,"TR11 5BJ","FALMOUTH","CORNWALL","CORNWALL","TR11 "
63916,299950,2022,"TR2 5HH","TRURO","CORNWALL","CORNWALL","TR2 5"
63935,1e+05,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
63936,2e+05,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
63937,365000,2022,"TR3 6QY","TRURO","CORNWALL","CORNWALL","TR3 6"
63942,623500,2022,"TR19 6QX","PENZANCE","CORNWALL","CORNWALL","TR19 "
63943,190000,2022,"TR20 8AL","PENZANCE","CORNWALL","CORNWALL","TR20 "
63946,499500,2022,"TR20 9TP","PENZANCE","CORNWALL","CORNWALL","TR20 "
63947,90555,2022,"PL26 8JQ","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
63962,415000,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
63963,350000,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
63964,730000,2022,"PL25 3SQ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
64433,127500,2022,"TR12 6AP","HELSTON","CORNWALL","CORNWALL","TR12 "
64482,224950,2022,"TR26 2PH","ST IVES","CORNWALL","CORNWALL","TR26 "
64483,167750,2022,"TR26 2PH","ST IVES","CORNWALL","CORNWALL","TR26 "
64492,465000,2022,"TR7 3FG","NEWQUAY","CORNWALL","CORNWALL","TR7 3"
64534,310000,2022,"TR3 7JR","TRURO","CORNWALL","CORNWALL","TR3 7"
64543,134400,2022,"TR8 4FA","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
64587,305000,2022,"PL26 8TL","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
64588,195000,2022,"TR4 8AP","TRURO","CORNWALL","CORNWALL","TR4 8"
64630,620000,2022,"TR3 6RU","TRURO","CORNWALL","CORNWALL","TR3 6"
64635,273000,2022,"PL17 8EL","CALLINGTON","CORNWALL","CORNWALL","PL17 "
64636,970000,2022,"TR3 7NL","TRURO","CORNWALL","CORNWALL","TR3 7"
64673,5e+05,2022,"TR3 7AP","TRURO","CORNWALL","CORNWALL","TR3 7"
64702,525000,2022,"TR13 9JE","HELSTON","CORNWALL","CORNWALL","TR13 "
64706,165000,2022,"PL13 2ES","LOOE","CORNWALL","CORNWALL","PL13 "
64707,85000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
64749,150000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
64750,85950,2022,"PL17 8NS","CALLINGTON","CORNWALL","CORNWALL","PL17 "
64887,95000,2022,"TR15 3PB","REDRUTH","CORNWALL","CORNWALL","TR15 "
64930,178000,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
65014,120000,2022,"TR14 8FB","CAMBORNE","CORNWALL","CORNWALL","TR14 "
65024,185000,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65025,278000,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65026,286995,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65027,293000,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65028,290000,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65029,315000,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65030,315000,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65081,274000,2022,"PL25 3AL","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
65082,232000,2022,"PL13 2HB","LOOE","CORNWALL","CORNWALL","PL13 "
65083,4e+05,2022,"TR18 5EF","PENZANCE","CORNWALL","CORNWALL","TR18 "
65091,470000,2022,"BS6 6BJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
65092,309500,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65134,299000,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65135,240000,2022,"BS8 4JS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
65136,335000,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
65254,750000,2022,"PL28 8QJ","PADSTOW","CORNWALL","CORNWALL","PL28 "
65284,22500,2022,"TR20 8TL","PENZANCE","CORNWALL","CORNWALL","TR20 "
65285,410000,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
65319,375000,2022,"TR16 4PE","REDRUTH","CORNWALL","CORNWALL","TR16 "
65320,170000,2022,"TR8 5TA","NEWQUAY","CORNWALL","CORNWALL","TR8 5"
65367,750000,2022,"PL25 3SQ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
65368,695000,2022,"PL25 3SQ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
65418,7e+05,2022,"PL25 3SQ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
65419,275000,2022,"TR9 6NG","ST COLUMB","CORNWALL","CORNWALL","TR9 6"
65759,315000,2022,"BS6 5SJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
65773,307500,2022,"BS9 1QB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
65781,185000,2022,"BS2 8HT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS2 8"
65801,311100,2022,"BS8 1LJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
65802,305000,2022,"BS6 6NR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
66404,88000,2022,"PL26 8JW","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
66475,255000,2022,"TR11 5RH","FALMOUTH","CORNWALL","CORNWALL","TR11 "
66520,95000,2022,"TR18 3DW","PENZANCE","CORNWALL","CORNWALL","TR18 "
66524,750000,2022,"TR26 2NU","ST IVES","CORNWALL","CORNWALL","TR26 "
66566,262000,2022,"PL25 3RZ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
66572,172500,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
66573,95000,2022,"TR14 8PF","CAMBORNE","CORNWALL","CORNWALL","TR14 "
66582,215000,2022,"TR26 2RT","ST IVES","CORNWALL","CORNWALL","TR26 "
66617,186000,2022,"TR16 4SW","REDRUTH","CORNWALL","CORNWALL","TR16 "
66618,725000,2022,"TR8 4QY","NEWQUAY","CORNWALL","CORNWALL","TR8 4"
66707,1003000,2022,"TR3 7NL","TRURO","CORNWALL","CORNWALL","TR3 7"
66738,525000,2022,"TR16 4NE","REDRUTH","CORNWALL","CORNWALL","TR16 "
66739,780000,2022,"TR27 5BA","HAYLE","CORNWALL","CORNWALL","TR27 "
66740,142000,2022,"TR15 3PT","REDRUTH","CORNWALL","CORNWALL","TR15 "
66748,320000,2022,"TR2 5FB","TRURO","CORNWALL","CORNWALL","TR2 5"
66749,520000,2022,"PL23 1FF","FOWEY","CORNWALL","CORNWALL","PL23 "
66875,98500,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
66876,102000,2022,"TR20 8YN","PENZANCE","CORNWALL","CORNWALL","TR20 "
66936,270000,2022,"PL25 3RZ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
67039,225000,2022,"BS6 6HE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
67040,330000,2022,"BS8 1EE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
67041,180000,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
67042,177500,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
67126,170000,2022,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
67175,82500,2022,"PL26 8JQ","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
67176,155000,2022,"TR2 5NH","TRURO","CORNWALL","CORNWALL","TR2 5"
67177,78400,2022,"PL26 8JW","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
67182,220000,2022,"BS6 5EA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
67183,230000,2022,"BS6 5EA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
67184,1e+05,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
67185,95500,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
67543,170000,2022,"BS4 2BG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 2"
67544,595000,2022,"BS8 1SF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
67725,85000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
67733,235000,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
67765,125000,2022,"PL11 3JN","TORPOINT","CORNWALL","CORNWALL","PL11 "
67766,90000,2022,"PL26 8JW","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
67777,345000,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
67778,58500,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
67779,42000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
67780,215000,2022,"TR3 6LD","TRURO","CORNWALL","CORNWALL","TR3 6"
67783,60000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
67822,130000,2022,"BS3 4EL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 4"
67823,310000,2022,"TR4 8SE","TRURO","CORNWALL","CORNWALL","TR4 8"
67824,271543,2022,"TR27 5AF","HAYLE","CORNWALL","CORNWALL","TR27 "
67825,255000,2022,"PL30 3NG","BODMIN","CORNWALL","CORNWALL","PL30 "
67826,310000,2022,"PL15 7ED","LAUNCESTON","CORNWALL","CORNWALL","PL15 "
67827,925000,2022,"PL27 6US","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
67828,244705,2022,"TR11 5PF","FALMOUTH","CORNWALL","CORNWALL","TR11 "
67829,95000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
67830,93000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
67836,85000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
67837,430000,2022,"TR13 9HJ","HELSTON","CORNWALL","CORNWALL","TR13 "
67867,216500,2022,"BS4 3EN","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
67868,202000,2022,"BS4 3EU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
67943,425000,2022,"BS9 1JT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
67993,220000,2022,"BS16 2GP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
67994,365000,2022,"BS16 2GP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
67995,185995,2022,"BS16 2GX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
67996,349000,2022,"BS16 2GP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
67997,2e+05,2022,"BS8 4HR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
68225,230000,2022,"TR3 7LL","TRURO","CORNWALL","CORNWALL","TR3 7"
68285,243000,2022,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
68289,320000,2022,"PL26 8PP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
68290,140000,2022,"PL26 8PP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
68295,335000,2022,"BS6 5HA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
68296,650000,2022,"BS8 4BQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
68345,695000,2022,"PL25 3GN","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
68346,810000,2022,"TR4 9GE","TRURO","CORNWALL","CORNWALL","TR4 9"
68354,380500,2022,"BS6 5SJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
68398,310000,2022,"TR2 4QU","TRURO","CORNWALL","CORNWALL","TR2 4"
68472,640000,2022,"TR19 6PT","PENZANCE","CORNWALL","CORNWALL","TR19 "
68492,235000,2022,"BS5 9HH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
68521,76000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
68522,595000,2022,"TR20 9RF","PENZANCE","CORNWALL","CORNWALL","TR20 "
68523,568000,2022,"TR20 9RF","PENZANCE","CORNWALL","CORNWALL","TR20 "
68537,3e+05,2022,"BS7 9LR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
68570,410000,2022,"BS8 1TU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
68572,660000,2022,"BS6 7RJ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 7"
68592,232500,2022,"BS3 1PD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
68593,345000,2022,"BS6 5DU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
68594,190000,2022,"BS11 9SA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
68595,450000,2022,"BS8 2DE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
68640,395000,2022,"BS7 9LU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
68674,485000,2022,"BS8 3GE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
68689,320000,2022,"BS9 1QA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 1"
68690,225000,2022,"BS5 6SH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 6"
68709,391000,2022,"BS6 5DP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
68733,280000,2022,"BS6 5HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
68735,366000,2022,"BS6 6ND","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
68737,160000,2022,"BS7 0PD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
68738,165675,2022,"BS5 9JY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
68739,465000,2022,"BS8 1AA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
68740,370000,2022,"BS9 3AH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 3"
68741,195000,2022,"BS7 0AU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 0"
68762,265000,2022,"BS5 8FB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 8"
68763,175000,2022,"BS4 3LE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 3"
68764,118000,2022,"BS7 9FH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
68809,315000,2022,"BS6 6HE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
68810,322500,2022,"BS6 6HE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
68811,295000,2022,"BS9 2RQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS9 2"
68824,1e+05,2022,"BS8 2JT","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
68825,579250,2022,"BS8 2BA","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
68826,255000,2022,"BS8 3DR","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
68866,250000,2022,"BS6 5AS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
68960,650000,2022,"BS8 4JS","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
68986,213000,2022,"BS6 5SH","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
69026,122000,2022,"PL24 2NN","PAR","CORNWALL","CORNWALL","PL24 "
69035,640000,2022,"PL25 3SG","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
69061,412500,2022,"BS8 1SY","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 1"
69062,435000,2022,"BS6 6LU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 6"
69092,218000,2022,"BS5 7EE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 7"
69100,2e+05,2022,"BS11 9QB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
69101,195000,2022,"BS15 1PB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS15 "
69104,350000,2022,"TR2 5HE","TRURO","CORNWALL","CORNWALL","TR2 5"
69110,190000,2022,"BS11 9EU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS11 "
69143,160000,2022,"BS4 5AW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS4 5"
69144,193000,2022,"BS3 1HF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
69145,1e+05,2022,"EX23 9DD","BUDE","CORNWALL","CORNWALL","EX23 "
69224,290000,2022,"BS8 2BB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
69236,587500,2022,"PL10 1AW","TORPOINT","CORNWALL","CORNWALL","PL10 "
69237,285000,2022,"PL26 6QU","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
69238,95000,2022,"PL27 6TQ","WADEBRIDGE","CORNWALL","CORNWALL","PL27 "
69243,236000,2022,"TR3 7BT","TRURO","CORNWALL","CORNWALL","TR3 7"
69260,515000,2022,"PL26 6UX","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
69261,249000,2022,"PL25 3RZ","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
69270,275000,2022,"BS5 0SQ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 0"
69283,90000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
69284,280000,2022,"TR26 2SF","ST IVES","CORNWALL","CORNWALL","TR26 "
69285,175000,2022,"PL26 8HQ","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
69286,317500,2022,"TR18 5AJ","PENZANCE","CORNWALL","CORNWALL","TR18 "
69296,130000,2022,"PL26 6RP","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
69314,85000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
69326,430000,2022,"PL12 4AR","SALTASH","CORNWALL","CORNWALL","PL12 "
69345,240275,2022,"BS8 4TD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
69373,2290000,2022,"BS5 9HX","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS5 9"
69374,280000,2022,"BS6 5HB","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS6 5"
69397,795000,2022,"PL25 3SG","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
69398,375000,2022,"TR4 8PH","TRURO","CORNWALL","CORNWALL","TR4 8"
69487,85000,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
69488,95000,2022,"PL17 8NS","CALLINGTON","CORNWALL","CORNWALL","PL17 "
69489,87500,2022,"TR27 6HG","HAYLE","CORNWALL","CORNWALL","TR27 "
69490,376000,2022,"TR20 8EU","PENZANCE","CORNWALL","CORNWALL","TR20 "
69491,210000,2022,"TR16 5TP","REDRUTH","CORNWALL","CORNWALL","TR16 "
69651,130000,2022,"TR14 8PF","CAMBORNE","CORNWALL","CORNWALL","TR14 "
69652,422500,2022,"PL25 3BS","ST AUSTELL","CORNWALL","CORNWALL","PL25 "
69714,232500,2022,"BS3 3PD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
70033,392000,2022,"BS8 2HL","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 2"
70036,270000,2022,"BS3 1FF","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
70037,325000,2022,"BS7 9FG","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS7 9"
70038,550000,2022,"BS8 3EE","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 3"
70048,240000,2022,"BS8 4JW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS8 4"
70054,195000,2022,"BS3 1JD","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
70055,2e+05,2022,"BS16 3DW","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS16 "
70118,270000,2022,"BS3 1AZ","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
70226,510000,2022,"TR26 3JP","ST IVES","CORNWALL","CORNWALL","TR26 "
70227,250000,2022,"PL26 7AB","ST AUSTELL","CORNWALL","CORNWALL","PL26 "
70269,39000,2022,"EX23 9QY","BUDE","CORNWALL","CORNWALL","EX23 "
71121,194950,2022,"BS3 3NU","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 3"
71122,265000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
71123,275000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
71124,385000,2022,"BS3 1FP","BRISTOL","CITY OF BRISTOL","CITY OF BRISTOL","BS3 1"
